Suburb,Address,Type,Price,Method,SellerG,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Latitude,Longitude,Regionname
Reservoir,1 Don St,h,1112000,S,RW,12,3073,4,2,10,1000,-37.70671,145.03086,Northern Metropolitan
Eaglemont,121 The Righi,h,2710000,PI,Miles,10.3,3084,5,3,2,1000,-37.7605,145.0593,Eastern Metropolitan
Diamond Creek,37 Brownlow Dr,h,990000,S,Morrison,21.8,3089,4,3,2,1000,-37.65972,145.159,Northern Victoria
Hampton,16 Smith St,h,2600000,PI,Hodges,13.7,3188,5,4,2,999,-37.9332,145.0226,Southern Metropolitan
Brighton East,200 South Rd,h,1920000,S,Nick,10.7,3187,4,1,1,999,-37.931,145.0163,Southern Metropolitan
West Footscray,107 Alma St,h,1575000,S,Sweeney,8.2,3012,3,1,4,997,-37.7936,144.8639,Western Metropolitan
Carrum,18 Church Rd,h,965000,SP,Buxton,31.2,3197,4,1,3,996,-38.07921,145.12761,South-Eastern Metropolitan
Emerald,35 Kings Rd,h,655000,S,Kaye,36.9,3782,2,1,0,996,-37.93064,145.4453,Eastern Victoria
Northcote,16/341 Heidelberg Rd,u,471250,S,McGrath,5.5,3070,2,1,1,,-37.7836,145.0139,Northern Metropolitan
Northcote,16/341 Heidelberg Rd,u,420000,VB,McGrath,5.5,3070,2,1,1,,-37.7836,145.0139,Northern Metropolitan
Brighton East,13 Hornby St,h,2840000,S,Hodges,10.7,3187,5,2,2,994,-37.9135,145.0189,Southern Metropolitan
Essendon North,2/10 Oshannassy St,u,393000,S,Brad,9.4,3041,2,1,1,,-37.7396,144.902,Western Metropolitan
East Melbourne,502/1 Powlett St,u,1300000,SP,Caine,1.3,3002,2,2,1,,-37.8161,144.98494,Northern Metropolitan
Balwyn North,65 Longview Rd,h,2650000,VB,Marshall,9.7,3104,4,2,2,993,-37.7883,145.07805,Southern Metropolitan
Brunswick,60 Rose St,h,947000,S,Woodards,5.2,3056,3,1,2,992,-37.7564,144.9527,Northern Metropolitan
Port Melbourne,306/77 Nott St,u,600000,PI,Chisholm,3.8,3207,2,2,1,,-37.8407,144.9383,Southern Metropolitan
Pascoe Vale,4/566 Pascoe Vale Rd,u,257500,S,Brad,8.5,3044,1,1,1,,-37.7237,144.92232,Northern Metropolitan
Hampton,136 Thomas St,h,2450000,S,Buxton,13.7,3188,1,2,0,992,-37.94,145.0151,Southern Metropolitan
Brighton East,13 Robinson St,h,1700000,VB,Marshall,10.7,3187,4,2,1,991,-37.9187,145.0187,Southern Metropolitan
Oakleigh South,31 Riley St,h,1310000,S,Buxton,14.7,3167,4,2,4,990,-37.9239,145.0943,South-Eastern Metropolitan
Bayswater,95 Orange Gr,h,925000,SP,Biggin,23.2,3153,4,1,10,990,-37.84688,145.25632,Eastern Metropolitan
Kew,94 Argyle Rd,h,3550000,VB,Jellis,5.6,3101,4,3,4,990,-37.8046,145.0603,Southern Metropolitan
Balwyn North,40 Winfield Rd,h,1480000,PI,Marshall,9.2,3104,3,1,2,988,-37.7977,145.1037,Southern Metropolitan
Bayswater,32 Kumala Rd,h,930000,S,Noel,23.2,3153,5,2,2,986,-37.84613,145.25606,Eastern Metropolitan
Kilsyth,42 Byron Rd,h,811000,SA,Barry,26,3137,3,1,3,984,-37.80467,145.30297,Eastern Metropolitan
Mill Park,6 Brigden Ct,h,663500,SP,Millership,17.9,3082,3,2,1,984,-37.65887,145.06254,Northern Metropolitan
Murrumbeena,525a Neerim Rd,h,1800000,PI,Ray,12.1,3163,4,2,2,984,-37.8916,145.0753,Southern Metropolitan
Greenvale,29 Piccadilly Ct,h,810000,SP,Jason,20.4,3059,4,2,3,983,-37.6579,144.90523,Northern Metropolitan
Sunshine West,7 The Mews,h,710000,SP,S&L,13.5,3020,3,1,4,982,-37.7928,144.8068,Western Metropolitan
Keilor East,9 Surrey Dr,h,1475000,PI,Harcourts,11.7,3033,4,2,2,981,-37.75166,144.87552,Western Metropolitan
Vermont South,9 Winswood Cl,h,1250000,PI,Philip,17.2,3133,4,2,2,981,-37.84679,145.20051,Eastern Metropolitan
Camberwell,64 Glyndon Rd,h,3050000,S,Jellis,7.7,3124,4,2,2,981,-37.84,145.07853,Southern Metropolitan
Glen Waverley,8 Edith St,h,2450000,S,Stockdale,16.7,3150,3,1,0,980,-37.87376,145.15238,Eastern Metropolitan
Ferntree Gully,79 McIver St,h,760000,S,Harcourts,24.8,3156,3,1,3,980,-37.89766,145.29185,Eastern Metropolitan
Coburg,35 The Grove,u,2250000,PI,Peter,7.8,3058,4,2,4,,-37.7517,144.9699,Northern Metropolitan
Surrey Hills,3/290 Mont Albert Rd,u,831000,S,Noel,11.2,3127,2,1,1,,-37.8203,145.0955,Southern Metropolitan
Balwyn,12 Wills St,h,2450000,S,Marshall,9.7,3103,4,2,2,979,-37.8058,145.0627,Southern Metropolitan
Mitcham,55 Burnett St,h,1120000,SP,Noel,17.2,3132,4,2,2,978,-37.81188,145.20052,Eastern Metropolitan
Croydon,6 Powell St,h,928000,S,Philip,23,3136,3,1,1,977,-37.78444,145.30267,Eastern Metropolitan
Doncaster,39 Kiewa St,h,1542000,S,Barry,13.9,3108,3,2,2,976,-37.7883,145.1387,Eastern Metropolitan
St Kilda,15/2 Redan St,u,517500,SP,Woodards,5,3182,1,1,0,,-37.85954,144.98869,Southern Metropolitan
South Yarra,2/234 Domain Rd,u,2050000,VB,RT,3.3,3141,4,2,1,,-37.8344,144.9857,Southern Metropolitan
Alphington,22 Lowther St,h,1165000,S,Barry,6.4,3078,3,1,2,974,-37.7792,145.029,Northern Metropolitan
Croydon,32 Allendale Rd,h,877500,S,Philip,23,3136,3,2,1,974,-37.7917,145.29665,Eastern Metropolitan
Gisborne,3 Sansom St,h,521000,SP,Raine,45.9,3437,4,2,2,973,-37.49642,144.60119,Northern Victoria
Glenroy,107 Glenroy Rd,h,1000000,PI,Barry,13,3046,4,2,8,973,-37.7063,144.9273,Northern Metropolitan
Airport West,11 Harrington Rd,h,725000,SP,Barry,13.5,3042,6,3,2,973,-37.7239,144.8735,Western Metropolitan
Aberfeldie,8/257 Buckley St,u,470000,S,Brad,9.1,3040,2,1,1,,-37.7557,144.9037,Western Metropolitan
Balwyn North,2/37 Aylmer St,h,1300000,VB,Kay,9.7,3104,3,2,2,972,-37.79673,145.06853,Southern Metropolitan
Croydon,30 Allendale Rd,h,865000,PI,Ray,23,3136,4,2,2,972,-37.79189,145.29661,Eastern Metropolitan
Hawthorn,5/24 Muir St,u,840000,S,Woodards,5.3,3122,2,1,1,,-37.81494,145.01744,Southern Metropolitan
Coburg North,146 Elizabeth St,h,2000000,S,Ray,9.2,3058,4,1,1,970,-37.7284,144.9843,Northern Metropolitan
Montmorency,30 Astley St,h,1050000,S,Buckingham,16.2,3094,4,2,1,970,-37.72082,145.12027,Eastern Metropolitan
Croydon,62 Croydon Rd,h,985500,S,McGrath,23,3136,3,1,2,970,-37.78964,145.2829,Eastern Metropolitan
Frankston,30 Petrie St,h,938000,S,hockingstuart,38,3199,3,1,1,968,-38.13954,145.13086,South-Eastern Metropolitan
Brighton East,4/3 Gleniffer Av,u,620000,S,Buxton,10.3,3187,2,1,1,,-37.93171,145.03041,Southern Metropolitan
Whittlesea,30 Sherwin St,h,601000,S,Ray,35.5,3757,3,2,1,968,-37.51232,145.13282,Northern Victoria
Airport West,180 Parer Rd,h,830000,S,Barry,13.5,3042,3,1,2,968,-37.7186,144.876,Western Metropolitan
Camberwell,808 Riversdale Rd,h,1700000,S,Garvey,7.8,3124,3,1,1,967,-37.8344,145.0818,Southern Metropolitan
West Footscray,742 Barkly St,h,1415000,PI,Biggin,8.2,3012,3,1,6,967,-37.7958,144.8645,Western Metropolitan
Hillside,35 Bedingham Dr,h,805000,S,Barry,18,3037,4,3,2,966,-37.69144,144.74643,Western Metropolitan
Templestowe Lower,30 John St,h,1705000,PI,hockingstuart,12.4,3107,5,4,2,966,-37.77083,145.11516,Eastern Metropolitan
Sunshine North,88 Westmoreland Rd,h,1190000,S,YPA,13.3,3020,2,1,6,966,-37.7698,144.8362,Western Metropolitan
Ferntree Gully,7 Austin St,h,740000,SP,Stockdale,24.8,3156,3,1,2,964,-37.88523,145.28553,Eastern Metropolitan
Boronia,39 Lockwoods Rd,h,642000,S,Stockdale,25,3155,3,2,2,964,-37.84674,145.29351,Eastern Metropolitan
Canterbury,42 Parlington St,h,4750000,S,Kay,8.4,3126,4,3,2,964,-37.81792,145.06244,Southern Metropolitan
Carnegie,1/15 Rosstown Rd,u,405000,PI,Matthew,11.4,3163,2,1,1,,-37.8843,145.0531,Southern Metropolitan
Eltham North,3 Michael Ct,h,1115000,S,Barry,18,3095,6,3,4,963,-37.68927,145.1491,Eastern Metropolitan
Watsonia North,306 Grimshaw St,h,920000,PI,Barry,14.5,3087,4,2,2,963,-37.7023,145.08357,Northern Metropolitan
Hawthorn East,8/772 Burwood Rd,u,802500,S,Jellis,6.2,3123,2,1,2,,-37.82524,145.05568,Southern Metropolitan
Ashwood,2 Julie Ct,h,1650000,SP,Buxton,10.2,3147,3,1,2,962,-37.86572,145.09763,Southern Metropolitan
Kew,1/38 Pakington St,u,797000,S,Jellis,5.4,3101,2,1,2,,-37.80222,145.03501,Southern Metropolitan
Kew,3/38 Pakington St,u,736000,S,Marshall,5.6,3101,2,1,1,,-37.8022,145.035,Southern Metropolitan
Eaglemont,6 Ashby Gr,h,1901000,S,Nelson,10.3,3084,3,2,2,960,-37.7674,145.0518,Eastern Metropolitan
Essendon,5 Ballater St,h,1756000,S,Frank,8,3040,5,2,5,960,-37.7501,144.9048,Western Metropolitan
Newport,22/4 Mason St,u,582000,SP,Gunn&Co,6.2,3015,2,1,1,,-37.84212,144.88211,Western Metropolitan
Templestowe Lower,4 Finn Ct,h,1051000,S,Jellis,13.8,3107,3,2,1,957,-37.7644,145.112,Eastern Metropolitan
Ringwood North,41 Felix Cr,h,812000,SP,Appleby,19.9,3134,4,2,2,957,-37.80161,145.22151,Eastern Metropolitan
Reservoir,85 Radford Rd,h,791000,S,Ray,11.2,3073,4,3,1,957,-37.7024,144.984,Northern Metropolitan
Malvern East,3 Ash Gr,h,2520000,PI,Marshall,8.4,3145,4,3,4,957,-37.87605,145.05563,Southern Metropolitan
Scoresby,17 Walsh Av,h,1120000,S,Noel,22.2,3179,4,2,2,956,-37.88992,145.22123,Eastern Metropolitan
Eltham,87 Silver St,h,842000,S,Morrison,18,3095,3,1,1,956,-37.709,145.14131,Eastern Metropolitan
Balwyn North,58 Fortuna Av,h,2000000,PI,hockingstuart,9.7,3104,4,3,4,954,-37.78662,145.07683,Southern Metropolitan
Kew,23 Grange Rd,h,4850000,S,Caine,5.6,3101,5,4,4,953,-37.8112,145.057,Southern Metropolitan
Brunswick,11 Heller St,h,2545000,S,Jellis,5.2,3056,5,3,4,953,-37.77501,144.95117,Northern Metropolitan
Berwick,13 Ridge Rd,h,835000,SP,Barry,35.2,3806,3,2,2,952,-38.03383,145.36314,Eastern Victoria
Reservoir,20 Rodman St,h,737000,S,Barry,11.2,3073,2,3,6,952,-37.7012,145.0069,Northern Metropolitan
Pascoe Vale,1 Hazel Gr,h,1663000,S,Nelson,8.5,3044,3,1,2,952,-37.73103,144.93963,Northern Metropolitan
Pascoe Vale,3 Hazel Gr,h,1465000,S,Nelson,9.9,3044,3,1,2,951,-37.7308,144.9397,Northern Metropolitan
St Kilda,3/11 Burnett St,u,420000,SP,Wilson,6.1,3182,1,1,0,,-37.8612,144.9804,Southern Metropolitan
Templestowe Lower,1 Beacon Ct,h,975000,S,Fletchers,13.8,3107,4,2,2,951,-37.7625,145.1256,Eastern Metropolitan
Reservoir,11 Asquith St,h,750000,VB,Stockdale,12,3073,4,1,6,950,-37.69693,145.0079,Northern Metropolitan
Heidelberg,47 Beverley Rd,h,1450000,PI,Miles,10.6,3084,4,3,2,950,-37.7511,145.0772,Eastern Metropolitan
Reservoir,1053 High St,h,732000,S,Stockdale,12,3073,3,1,2,950,-37.69969,145.01039,Northern Metropolitan
Caulfield North,8/359 Balaclava Rd,u,290000,VB,hockingstuart,8.1,3161,1,1,1,,-37.8744,145.0371,Southern Metropolitan
Essendon,11 Banchory St,h,2165000,S,Nelson,7.5,3040,4,2,3,949,-37.74997,144.90752,Western Metropolitan
Dandenong,58 Herbert St,h,1071500,S,McLennan,24.7,3175,4,1,1,949,-37.98121,145.21644,South-Eastern Metropolitan
Surrey Hills,4/5 Middlesex Rd,u,656000,S,Fletchers,11.2,3127,1,1,1,,-37.8261,145.0902,Southern Metropolitan
Malvern,14 Irving St,h,4900000,VB,Kay,5.9,3144,3,4,2,948,-37.85905,145.03229,Southern Metropolitan
Reservoir,6 Rodman St,h,905000,S,Barry,11.2,3073,3,1,2,948,-37.7022,145.0078,Northern Metropolitan
Reservoir,15 Rodman St,h,810000,S,Barry,11.2,3073,2,1,2,948,-37.702,145.0071,Northern Metropolitan
Maribyrnong,7/3 Ensign St,u,330000,SP,Biggin,8.7,3032,2,1,1,,-37.7665,144.9004,Western Metropolitan
Balwyn North,28 Severn St,h,2100000,VB,Jellis,9.2,3104,3,2,3,947,-37.796,145.0696,Southern Metropolitan
Surrey Hills,212 Union Rd,h,2050000,VB,Jellis,11.2,3127,3,2,2,947,-37.8188,145.0984,Southern Metropolitan
Kew East,62 Munro St,h,2081000,S,Nelson,7.5,3102,3,4,3,947,-37.7881,145.0631,Southern Metropolitan
Ivanhoe East,41 McArthur Rd,h,1740000,S,Miles,9,3079,4,3,3,947,-37.7759,145.063,Eastern Metropolitan
Templestowe Lower,7 Dove Ct,h,1288000,S,Barry,12.4,3107,4,2,2,945,-37.76078,145.10696,Eastern Metropolitan
Thornbury,199 Mansfield St,u,300000,SP,McGrath,6.5,3071,1,1,1,,-37.7577,145.0151,Northern Metropolitan
Camberwell,78 Bowen St,h,4060000,S,Kay,7.7,3124,4,3,2,945,-37.84457,145.06218,Southern Metropolitan
Black Rock,31 Third St,h,2520000,S,Charlton,17.3,3193,5,3,2,944,-37.97956,145.02303,Southern Metropolitan
Camberwell,6 Regent St,h,2500000,VB,Fletchers,7.7,3124,4,2,3,944,-37.84403,145.09545,Southern Metropolitan
Mooroolbark,32 Churchill Dr,h,730000,SP,Fletchers,26.5,3138,3,2,2,943,-37.76517,145.3298,Eastern Victoria
Craigieburn,7 Eve Ct,h,582500,S,YPA,20.6,3064,3,1,0,943,-37.59604,144.94022,Northern Metropolitan
Reservoir,6 McShane St,h,779000,S,Barry,11.2,3073,3,1,2,942,-37.7027,145.0001,Northern Metropolitan
Hawthorn East,3/348 Riversdale Rd,u,665500,S,hockingstuart,7.5,3123,2,1,2,,-37.8308,145.0508,Southern Metropolitan
Chirnside Park,54 Meadowgate Dr,h,640000,SP,Barry,27.1,3116,3,2,2,942,-37.75735,145.31859,Eastern Victoria
East Melbourne,4/24 Hotham St,u,810000,S,Biggin,1.5,3002,2,1,1,,-37.8144,144.9896,Northern Metropolitan
Ferntree Gully,2 Kya Cl,h,760000,S,Barry,24.8,3156,3,1,2,940,-37.87558,145.27197,Eastern Metropolitan
Wheelers Hill,6 The Woodland,h,1678000,S,Harcourts,16.7,3150,4,2,2,939,-37.90306,145.18171,South-Eastern Metropolitan
Balwyn North,22 Abbott St,h,1500000,VB,Fletchers,9.7,3104,2,1,1,939,-37.79219,145.10214,Southern Metropolitan
Balwyn North,30 Abbott St,h,1550000,VB,Fletchers,9.2,3104,7,2,0,939,-37.7923,145.1029,Southern Metropolitan
Balwyn North,30 Abbott St,h,1350000,PI,Barry,9.2,3104,7,2,0,939,-37.7923,145.1029,Southern Metropolitan
Bayswater,15 Edinburgh Rd,h,900000,S,LJ,23.2,3153,5,2,2,937,-37.85721,145.26305,Eastern Metropolitan
Ringwood East,23 Rosedale Cr,h,1400000,S,HAR,21.3,3135,3,2,4,936,-37.81289,145.24213,Eastern Metropolitan
Mooroolbark,4 Bulga St,h,835000,S,hockingstuart,26.5,3138,3,2,1,935,-37.77403,145.30445,Eastern Victoria
Balwyn North,1120 Burke Rd,h,2668000,S,Noel,9.7,3104,3,1,2,935,-37.79494,145.06382,Southern Metropolitan
Eaglemont,47 Ormond Rd,h,1930000,S,Miles,10.3,3084,5,2,1,935,-37.7659,145.0585,Eastern Metropolitan
Balwyn North,1 Tovey St,h,1836000,S,Jellis,9.2,3104,4,2,2,934,-37.7998,145.0862,Southern Metropolitan
Sunbury,4 College Pl,h,597000,S,Leading,31.7,3429,4,2,4,934,-37.57816,144.73431,Western Metropolitan
Frankston South,23 Fenton Cr,h,980000,S,hockingstuart,38,3199,4,2,2,934,-38.15845,145.11141,South-Eastern Metropolitan
Reservoir,1 Harmer St,h,885000,S,hockingstuart,11.2,3073,4,2,3,934,-37.7021,145.0178,Northern Metropolitan
Balwyn,5 Millah Rd,h,3270000,S,Fletchers,9.7,3103,4,2,4,934,-37.8157,145.0795,Southern Metropolitan
Gladstone Park,91 Carrick Dr,h,755000,S,Jason,12.9,3043,3,1,1,933,-37.69744,144.89073,Western Metropolitan
Melton West,7 Haywood Gr,h,600000,S,hockingstuart,31.7,3337,4,2,2,932,-37.68503,144.54237,Northern Victoria
Camberwell,1288 Toorak Rd,h,3225000,SA,RT,7.8,3124,4,3,2,932,-37.8496,145.0869,Southern Metropolitan
Seddon,48 Hamilton St,h,1502000,SP,Sweeney,5.1,3011,4,3,1,931,-37.80898,144.88701,Western Metropolitan
Pascoe Vale,73 Park St,h,910000,PI,Brad,9.9,3044,4,2,0,931,-37.7232,144.923,Northern Metropolitan
Caulfield North,6/378 Dandenong Rd,u,622000,PI,Castran,8.1,3161,2,2,1,,-37.8607,145.0116,Southern Metropolitan
Caulfield North,12/378 Dandenong Rd,u,580000,SP,Abercromby's,8.1,3161,2,1,1,,-37.8607,145.0116,Southern Metropolitan
Bentleigh East,12 Kennedy St,h,1815000,S,hockingstuart,13.8,3165,4,3,2,930,-37.91954,145.07637,Southern Metropolitan
Carnegie,22 Neville St,h,1880000,S,Private/Tiernan's,11.4,3163,3,2,3,929,-37.8975,145.0478,Southern Metropolitan
Heidelberg Heights,146 Porter Rd,h,920000,S,Barry,10.5,3081,2,1,3,929,-37.7333,145.0588,Eastern Metropolitan
Mont Albert,42 View St,h,2200000,S,Jellis,11.8,3127,4,2,2,928,-37.8226,145.1103,Eastern Metropolitan
Burwood,30 Station St,h,1755000,S,Buxton,11.7,3125,3,1,1,928,-37.854,145.1195,Southern Metropolitan
Reservoir,115 Cheddar Rd,h,836000,SP,Ray,11.2,3073,2,1,1,928,-37.7033,145.0169,Northern Metropolitan
Bayswater North,4 David Cl,h,800000,S,McGrath,23.2,3153,3,2,5,928,-37.82534,145.29921,Eastern Metropolitan
St Helena,14 Covala Ct,h,805000,S,Darren,16.1,3088,3,1,0,927,-37.6939,145.12899,Eastern Metropolitan
Balwyn North,67 Winfield Rd,h,1850000,SA,Fletchers,9.7,3104,4,4,3,926,-37.79497,145.10538,Southern Metropolitan
Altona,49 Bent St,h,1500000,S,Barlow,13.8,3018,3,1,1,926,-37.8651,144.832,Western Metropolitan
Hampton,36 Thomas St,h,3250000,S,hockingstuart,13.7,3188,4,3,2,926,-37.9389,145.0062,Southern Metropolitan
Burwood,7 Wattlebird Ct,h,2000000,S,Fletchers,11.7,3125,4,3,2,925,-37.842,145.102,Southern Metropolitan
Reservoir,72 Henty St,h,1150000,S,Barry,11.2,3073,4,1,2,925,-37.7179,144.9908,Northern Metropolitan
Keilor East,83 Milleara Rd,h,875000,PI,Barry,12.8,3033,3,2,2,925,-37.7362,144.8643,Western Metropolitan
Rosanna,109 Ellesmere Pde,h,1020000,SP,Miles,11.4,3084,3,1,2,924,-37.7342,145.0658,Eastern Metropolitan
Murrumbeena,33 Weeroona Rd,h,1965000,S,Ray,10.1,3163,3,2,3,923,-37.888,145.07123,Southern Metropolitan
Maribyrnong,101 Raleigh Rd,h,1460000,S,Woodards,8.7,3032,3,1,2,923,-37.769,144.8909,Western Metropolitan
Templestowe,19 Athenry Tce,h,1280000,S,Barry,15.5,3106,3,2,2,923,-37.75091,145.16761,Eastern Metropolitan
Ivanhoe,20 Green St,h,2265000,S,Miles,7.9,3079,4,2,2,922,-37.7652,145.041,Eastern Metropolitan
Doncaster,5 Arnold Gr,h,1868000,S,hockingstuart,13.9,3108,3,2,2,921,-37.7869,145.1183,Eastern Metropolitan
Greensborough,14 Wolangi Ct,h,1028000,S,Morrison,16.1,3088,4,3,4,921,-37.69261,145.1105,Northern Metropolitan
Surrey Hills,39 York St,h,2760000,S,Marshall,11.2,3127,4,2,4,921,-37.8168,145.1011,Southern Metropolitan
Balwyn North,40 Reading Av,h,2321000,S,Fletchers,9.7,3104,3,1,2,921,-37.80081,145.09319,Southern Metropolitan
Wheelers Hill,11 Bluegum Av,h,1591000,S,Barry,16.7,3150,5,3,3,920,-37.90213,145.18444,South-Eastern Metropolitan
Blackburn North,51 Joseph St,h,1151000,SP,Ray,13.4,3130,4,2,2,920,-37.80096,145.1488,Eastern Metropolitan
Reservoir,30 Davidson St,h,925000,S,Nelson,11.2,3073,5,3,4,920,-37.6961,144.9865,Northern Metropolitan
Burwood,25 Greenwood St,h,1682000,S,Jellis,11.7,3125,4,2,1,920,-37.8494,145.1291,Southern Metropolitan
Ringwood,132 Wonga Rd,h,1085000,S,Fletchers,19.9,3134,3,2,2,919,-37.78649,145.24836,Eastern Metropolitan
Essendon,1/18 Balmoral St,u,580000,S,Barry,7.5,3040,2,1,1,,-37.74904,144.90668,Western Metropolitan
Essendon,3/18 Balmoral St,u,440000,S,Barry,8,3040,2,1,1,,-37.749,144.9067,Western Metropolitan
Brighton,24 North Rd,h,4225000,S,Biggin,11.2,3186,4,2,2,918,-37.8981,144.9902,Southern Metropolitan
Kew,17 Hartington St,h,2800000,PI,Marshall,5.6,3101,5,2,3,918,-37.8017,145.0419,Southern Metropolitan
Essendon,24 Fletcher St,h,2100000,VB,Nelson,7.5,3040,4,2,3,917,-37.7554,144.92351,Western Metropolitan
Hampton,6 Highett Rd,h,1800000,S,Buxton,13.7,3188,2,2,2,917,-37.9452,145.0113,Southern Metropolitan
Glen Iris,2 Vincent St,h,3730000,PI,Abercromby's,9.2,3146,4,3,2,916,-37.8637,145.0438,Southern Metropolitan
Kew,91 Princess St,h,2800000,VB,Kay,5.6,3101,4,1,0,916,-37.8012,145.0297,Southern Metropolitan
Caulfield South,2/203 Booran Rd,u,790000,S,Gary,8.7,3162,2,1,1,,-37.8981,145.03551,Southern Metropolitan
Ringwood,26 Major St,h,882500,S,hockingstuart,19.9,3134,3,2,2,915,-37.794,145.24636,Eastern Metropolitan
Hawthorn,3/3 Glenroy Rd,u,535000,S,hockingstuart,4.6,3122,1,1,1,,-37.8294,145.033,Southern Metropolitan
Balwyn North,31 Tuxen St,h,2900000,S,Jellis,9.2,3104,4,2,2,915,-37.7968,145.0873,Southern Metropolitan
Hawthorn East,5/80 Campbell Rd,u,371000,PI,O'Donoghues,7.5,3123,1,1,0,,-37.8338,145.0545,Southern Metropolitan
Preston,590 Murray Rd,h,1355000,S,Barry,8.8,3072,3,1,2,914,-37.7361,144.9883,Northern Metropolitan
Essendon,2/4 Balmoral St,u,445000,S,Nelson,8,3040,2,1,1,,-37.7502,144.9065,Western Metropolitan
Brighton East,50 Lucas St,h,2550000,S,Buxton,10.7,3187,5,3,2,913,-37.9231,145.0104,Southern Metropolitan
Hawthorn East,1/1091 Burke Rd,u,615888,SP,Marshall,6.2,3123,2,1,1,,-37.81835,145.05895,Southern Metropolitan
Mount Evelyn,4 Longview Rd,h,515000,S,Ray,31.6,3796,3,1,0,912,-37.78495,145.3919,Eastern Victoria
Alphington,10/90 Yarralea St,u,320000,S,Miles,6.4,3078,1,1,1,,-37.7793,145.0327,Northern Metropolitan
Mulgrave,12 Brookland Ct,h,1080000,S,Ray,18.8,3170,4,2,2,912,-37.93173,145.19475,South-Eastern Metropolitan
Clayton South,2/21 Oakes Av,u,575000,SP,Buxton,17.5,3169,2,1,2,,-37.93524,145.1306,South-Eastern Metropolitan
South Yarra,10/20 Chambers St,u,1430000,S,Jellis,2.7,3141,3,3,1,,-37.84014,144.99441,Southern Metropolitan
Glenroy,9 Hartington St,h,1051000,S,Barry,11.2,3046,3,2,2,910,-37.70072,144.91662,Northern Metropolitan
Hoppers Crossing,1 Albion Ct,h,650000,S,Purplebricks,18.4,3029,3,2,2,910,-37.85152,144.70802,Western Metropolitan
Moonee Ponds,12 Athol St,h,2150000,VB,Nelson,6.9,3039,6,3,2,910,-37.77,144.9189,Western Metropolitan
Balwyn North,137 Doncaster Rd,h,1900000,PI,Noel,9.7,3104,3,1,1,909,-37.79351,145.07655,Southern Metropolitan
Carnegie,15/225 Koornang Rd,u,468250,S,Ray,11.4,3163,2,1,1,,-37.8936,145.056,Southern Metropolitan
Mount Waverley,7 Milliara St,h,1640000,PI,Buxton,14.2,3149,3,1,2,909,-37.86906,145.14394,Eastern Metropolitan
Rosanna,180 Grandview Gr,h,1245000,S,Nelson,11.4,3084,3,3,4,909,-37.7312,145.0635,Eastern Metropolitan
Glen Iris,1 Hillcrest Rd,h,2450000,S,Marshall,7.3,3146,4,3,2,908,-37.86194,145.07256,Southern Metropolitan
Surrey Hills,66 Union Rd,h,2290000,SA,Fletchers,10.2,3127,4,2,2,907,-37.82933,145.09642,Southern Metropolitan
Hawthorn,7/28 Elm St,u,395000,S,Peter,5.3,3122,1,1,1,,-37.81333,145.01932,Southern Metropolitan
Collingwood,26/125 Oxford St,u,1250000,SP,Jellis,2,3066,2,2,2,,-37.80236,144.98482,Northern Metropolitan
Watsonia North,280 Grimshaw St,h,740000,SP,Barry,14.5,3087,4,1,2,905,-37.70255,145.08578,Northern Metropolitan
Werribee,3 Gavan Ct,h,570000,S,S&L,14.7,3030,3,1,3,905,-37.89074,144.65677,Western Metropolitan
Thornbury,7/9 Hammond St,u,466000,S,Woodards,6.5,3071,2,1,1,,-37.7633,145.0103,Northern Metropolitan
Strathmore,34 Glenview Rd,h,1370000,S,Nelson,9.7,3041,4,2,2,905,-37.735,144.9203,Western Metropolitan
Templestowe Lower,6 Jean St,h,1503500,S,Noel,13.8,3107,3,1,1,905,-37.7628,145.1185,Eastern Metropolitan
Kingsbury,46 Dunne St,h,980000,S,Barry,12.4,3083,2,1,1,904,-37.7143,145.039,Northern Metropolitan
Croydon,30 Hull Rd,h,860000,VB,McGrath,23,3136,4,3,2,904,-37.79636,145.29351,Eastern Metropolitan
Hawthorn,50 Kinkora Rd,h,5050000,VB,Kay,4.6,3122,4,4,2,904,-37.8168,145.0321,Southern Metropolitan
Camberwell,15 Tyne St,h,2850000,S,Jellis,7.7,3124,4,2,8,904,-37.84578,145.08436,Southern Metropolitan
Mulgrave,10 Adela Ct,h,2000000,S,Ray,18.8,3170,4,4,2,904,-37.9319,145.20164,South-Eastern Metropolitan
Mooroolbark,39 Diane Cr,h,930000,S,Fletchers,26.5,3138,3,1,4,904,-37.78216,145.30721,Eastern Victoria
Briar Hill,31 Boyce Av,h,830000,S,Buckingham,16.1,3088,3,1,2,903,-37.7063,145.12215,Eastern Metropolitan
Balwyn North,17 Stephens St,h,3360000,S,Assisi,9.2,3104,4,3,1,903,-37.797,145.086,Southern Metropolitan
McKinnon,75 Wright St,h,2300000,S,Hodges,11.4,3204,5,2,2,903,-37.91074,145.03068,Southern Metropolitan
Glen Iris,7 Flowerdale Rd,h,2100000,VB,Marshall,9.2,3146,3,2,2,903,-37.856,145.0705,Southern Metropolitan
Box Hill,13 Patricia St,h,1525000,PI,VICProp,10.9,3128,3,1,1,903,-37.82694,145.12465,Eastern Metropolitan
